timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603726405819,559,Configs/Users GET,200,OK,Sample Thread Group 1-362,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,558,0,0
1603726405839,562,Configs/Users GET,200,OK,Sample Thread Group 1-363,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,562,0,0
1603726405848,567,Configs/Users GET,200,OK,Sample Thread Group 1-365,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,567,0,0
1603726405845,573,Configs/Users GET,200,OK,Sample Thread Group 1-366,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,573,0,0
1603726405842,577,Configs/Users GET,200,OK,Sample Thread Group 1-364,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,577,0,0
1603726405826,600,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,599,0,0
1603726405836,593,Configs/Users GET,200,OK,Sample Thread Group 1-369,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,593,0,0
1603726406155,583,Configs/Users GET,200,OK,Sample Thread Group 1-361,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,582,0,0
1603726406169,570,Configs/Users GET,200,OK,Sample Thread Group 1-368,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,569,0,0
1603726406188,561,Configs/Users GET,200,OK,Sample Thread Group 1-367,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,560,0,0
1603726406378,572,Configs/Users GET,200,OK,Sample Thread Group 1-362,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,572,0,0
1603726406402,567,Configs/Users GET,200,OK,Sample Thread Group 1-363,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,566,0,0
1603726406420,559,Configs/Users GET,200,OK,Sample Thread Group 1-364,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,559,0,0
1603726406415,569,Configs/Users GET,200,OK,Sample Thread Group 1-365,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,568,0,0
1603726406418,570,Configs/Users GET,200,OK,Sample Thread Group 1-366,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,570,0,0
1603726406429,564,Configs/Users GET,200,OK,Sample Thread Group 1-369,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,564,0,0
1603726406426,576,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,576,0,0
1603726406739,563,Configs/Users GET,200,OK,Sample Thread Group 1-368,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,562,0,0
1603726406738,569,Configs/Users GET,200,OK,Sample Thread Group 1-361,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,568,0,0
1603726406749,563,Configs/Users GET,200,OK,Sample Thread Group 1-367,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,562,0,0
1603726406951,577,Configs/Users GET,200,OK,Sample Thread Group 1-362,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,576,0,0
1603726406984,564,Configs/Users GET,200,OK,Sample Thread Group 1-365,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,564,0,0
1603726406980,569,Configs/Users GET,200,OK,Sample Thread Group 1-364,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,567,0,0
1603726406969,582,Configs/Users GET,200,OK,Sample Thread Group 1-363,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,581,0,0
1603726407002,558,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,558,0,0
1603726406993,571,Configs/Users GET,200,OK,Sample Thread Group 1-369,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,571,0,0
1603726406989,580,Configs/Users GET,200,OK,Sample Thread Group 1-366,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,579,0,0
1603726407307,566,Configs/Users GET,200,OK,Sample Thread Group 1-361,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,566,0,0
1603726407302,573,Configs/Users GET,200,OK,Sample Thread Group 1-368,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,573,0,0
1603726407312,575,Configs/Users GET,200,OK,Sample Thread Group 1-367,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,574,0,0
1603726407528,574,Configs/Users GET,200,OK,Sample Thread Group 1-362,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,573,0,0
1603726407560,567,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,566,0,0
1603726407551,581,Configs/Users GET,200,OK,Sample Thread Group 1-363,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,581,0,0
1603726407569,574,Configs/Users GET,200,OK,Sample Thread Group 1-366,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,574,0,0
1603726407565,585,Configs/Users GET,200,OK,Sample Thread Group 1-369,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,584,0,0
1603726407549,640,Configs/Users GET,200,OK,Sample Thread Group 1-365,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,639,0,0
1603726407549,644,Configs/Users GET,200,OK,Sample Thread Group 1-364,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,644,0,0
1603726407876,563,Configs/Users GET,200,OK,Sample Thread Group 1-368,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,563,0,0
1603726407876,567,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,567,0,0
1603726407887,569,Configs/Users GET,200,OK,Sample Thread Group 1-367,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,568,0,0
1603726408102,566,Configs/Users GET,200,OK,Sample Thread Group 1-362,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,565,0,0
1603726408133,561,Configs/Users GET,200,OK,Sample Thread Group 1-363,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,561,0,0
1603726408127,574,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,574,0,0
1603726408143,578,Configs/Users GET,200,OK,Sample Thread Group 1-366,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,578,0,0
1603726408150,573,Configs/Users GET,200,OK,Sample Thread Group 1-369,text,true,,2866,0,10,9,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,573,0,0
1603726408194,568,Configs/Users GET,200,OK,Sample Thread Group 1-364,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,568,0,0
1603726408189,592,Configs/Users GET,200,OK,Sample Thread Group 1-365,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,586,0,0
1603726408439,577,Configs/Users GET,200,OK,Sample Thread Group 1-368,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,576,0,0
1603726408444,573,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,1243,0,10,9,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,572,0,0
1603726408456,578,Configs/Users GET,200,OK,Sample Thread Group 1-367,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,578,0,0
1603726408671,565,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,565,0,0
1603726408697,567,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,566,0,0
1603726408702,563,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,563,0,0
1603726408725,596,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,596,0,0
1603726408723,599,Configs/Users GET,200,OK,Sample Thread Group 1-369,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,584,0,0
1603726408763,578,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,578,0,0
1603726408782,573,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,573,0,0
1603726409019,575,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,574,0,0
1603726409036,567,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,566,0,0
1603726409017,623,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,622,0,0
1603726409237,570,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,570,0,0
1603726409264,561,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,561,0,0
1603726409266,569,Configs/Users GET,200,OK,Sample Thread Group 1-370,text,true,,2663,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma151&namespaces=MSS,569,0,0
1603726409321,571,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,571,0,0
1603726409325,570,Configs/Users GET,200,OK,Sample Thread Group 1-379,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,570,0,0
1603726409341,562,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,562,0,0
1603726409355,558,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,558,0,0
1603726409594,561,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,561,0,0
1603726409604,557,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,557,0,0
1603726409640,570,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,570,0,0
1603726409837,608,Configs/Users GET,200,OK,Sample Thread Group 1-380,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma048&namespaces=MSS,608,0,0
1603726409825,625,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,623,0,0
1603726409808,645,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,644,0,0
1603726409895,565,Configs/Users GET,200,OK,Sample Thread Group 1-379,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,561,0,0
1603726409892,608,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,607,0,0
1603726409904,600,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,599,0,0
1603726409914,595,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,594,0,0
1603726410156,628,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,627,0,0
1603726410210,586,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,585,0,0
1603726410161,701,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,697,0,0
1603726410446,582,Configs/Users GET,200,OK,Sample Thread Group 1-380,text,true,,1243,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma153&namespaces=MSS,577,0,0
1603726410450,593,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,593,0,0
1603726410453,597,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,597,0,0
1603726410460,618,Configs/Users GET,200,OK,Sample Thread Group 1-379,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,617,0,0
1603726410500,586,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,586,0,0
1603726410510,580,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,579,0,0
1603726410504,605,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,605,0,0
1603726410796,562,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,562,0,0
1603726410784,602,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,602,0,0
1603726410862,575,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,575,0,0
1603726411044,578,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,577,0,0
1603726411050,594,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,594,0,0
1603726411028,621,Configs/Users GET,200,OK,Sample Thread Group 1-380,text,true,,13015,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma031&namespaces=MSS,619,0,0
1603726411090,579,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,577,0,0
1603726411086,584,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,582,0,0
1603726411078,595,Configs/Users GET,200,OK,Sample Thread Group 1-379,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,594,0,0
1603726411109,590,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,590,0,0
1603726411359,566,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,566,0,0
1603726411386,575,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,575,0,0
1603726411437,605,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,605,0,0
1603726411622,578,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,578,0,0
1603726411649,583,Configs/Users GET,200,OK,Sample Thread Group 1-380,text,true,,7939,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma058&namespaces=MSS,582,0,0
1603726411669,567,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,567,0,0
1603726411645,593,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,592,0,0
1603726411670,574,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,574,0,0
1603726411699,560,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,560,0,0
1603726411673,609,Configs/Users GET,200,OK,Sample Thread Group 1-379,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,609,0,0
1603726411926,577,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,577,0,0
1603726411961,576,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,571,0,0
1603726412042,570,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,569,0,0
1603726412201,564,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,563,0,0
1603726412238,564,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,563,0,0
1603726412236,581,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,580,0,0
1603726412260,560,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,560,0,0
1603726412244,579,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,579,0,0
1603726412232,596,Configs/Users GET,200,OK,Sample Thread Group 1-380,text,true,,8223,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma008&namespaces=MSS,596,0,0
1603726412282,566,Configs/Users GET,200,OK,Sample Thread Group 1-379,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,566,0,0
1603726412503,562,Configs/Users GET,200,OK,Sample Thread Group 1-371,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma113&namespaces=MSS,562,0,0
1603726412537,571,Configs/Users GET,200,OK,Sample Thread Group 1-377,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,571,0,0
1603726412612,564,Configs/Users GET,200,OK,Sample Thread Group 1-378,text,true,,2866,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma098&namespaces=MSS,563,0,0
1603726412765,575,Configs/Users GET,200,OK,Sample Thread Group 1-373,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,575,0,0
1603726412802,569,Configs/Users GET,200,OK,Sample Thread Group 1-372,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,569,0,0
1603726412821,570,Configs/Users GET,200,OK,Sample Thread Group 1-375,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,569,0,0
1603726412829,567,Configs/Users GET,200,OK,Sample Thread Group 1-380,text,true,,2257,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma140&namespaces=MSS,567,0,0
1603726412817,581,Configs/Users GET,200,OK,Sample Thread Group 1-376,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,581,0,0
1603726412823,577,Configs/Users GET,200,OK,Sample Thread Group 1-374,text,true,,4491,0,10,10,http://config.lte.cx-shop-nonprod.us-east-1.aws.sysco.net/configs/users?userId=perfma025&namespaces=MSS,577,0,0
